aluno_id,ano_letivo,escola,serie,turno,idade,sexo,renda_familiar,escolaridade_pais,acesso_internet,frequencia_pct,nota_matematica,nota_portugues,nota_media_geral
ALU-17514,2024,Escola Gamma,2º Médio,Manhã,17,F,1-2 SM,Pós-graduação,1,92.2,50.9,69.1,60.0
ALU-17515,2024,Escola Gamma,2º Médio,Manhã,17,M,Até 1 SM,Superior Completo,1,74.8,37.1,68.5,52.8
ALU-17516,2024,Escola Gamma,2º Médio,Manhã,17,F,3-5 SM,Médio Completo,1,76.9,54.2,63.8,59.0
ALU-17517,2024,Escola Gamma,2º Médio,Manhã,17,M,2-3 SM,Fundamental Incompleto,1,73.0,12.4,29.4,20.9
ALU-17518,2024,Escola Gamma,2º Médio,Manhã,17,F,1-2 SM,Fundamental Completo,1,82.1,60.1,64.7,62.4
ALU-17519,2024,Escola Gamma,2º Médio,Manhã,17,F,2-3 SM,Médio Completo,1,100.0,64.8,50.7,57.7
ALU-17520,2024,Escola Gamma,2º Médio,Manhã,16,F,1-2 SM,Médio Completo,1,83.0,69.7,62.2,66.0
ALU-17521,2024,Escola Gamma,2º Médio,Manhã,16,M,2-3 SM,Pós-graduação,0,83.1,64.9,70.7,67.8
ALU-17522,2024,Escola Gamma,2º Médio,Manhã,16,M,2-3 SM,Médio Completo,0,76.8,32.8,54.9,43.9
ALU-17523,2024,Escola Gamma,2º Médio,Manhã,17,F,Até 1 SM,Fundamental Incompleto,1,72.7,39.3,35.9,37.6
ALU-17524,2024,Escola Gamma,2º Médio,Manhã,17,F,Até 1 SM,Superior Completo,1,96.0,40.1,82.5,61.3
ALU-17525,2024,Escola Gamma,2º Médio,Manhã,16,M,2-3 SM,Médio Completo,0,89.6,58.3,63.5,60.9
ALU-17526,2024,Escola Gamma,2º Médio,Manhã,16,M,2-3 SM,Fundamental Completo,0,93.3,71.9,44.3,58.1
ALU-17527,2024,Escola Gamma,2º Médio,Manhã,16,F,1-2 SM,Médio Completo,1,88.7,50.4,52.5,51.4
ALU-17528,2024,Escola Gamma,2º Médio,Manhã,17,F,Até 1 SM,Fundamental Incompleto,1,91.2,46.4,58.3,52.4
ALU-17529,2024,Escola Gamma,2º Médio,Manhã,16,F,Até 1 SM,Médio Completo,0,88.5,59.9,53.4,56.6
ALU-17530,2024,Escola Gamma,2º Médio,Manhã,16,F,2-3 SM,Médio Completo,0,74.8,37.7,27.3,32.5
ALU-17531,2024,Escola Gamma,2º Médio,Manhã,16,M,,Médio Completo,1,82.5,69.0,56.4,62.7
ALU-17532,2024,Escola Gamma,2º Médio,Manhã,17,F,1-2 SM,Médio Completo,1,77.1,65.0,59.7,62.4
ALU-17533,2024,Escola Gamma,2º Médio,Manhã,17,F,5+ SM,Fundamental Completo,1,85.2,69.8,64.9,67.3
ALU-17534,2024,Escola Gamma,2º Médio,Manhã,17,F,1-2 SM,Pós-graduação,0,81.1,69.7,66.3,68.0
ALU-17535,2024,Escola Gamma,2º Médio,Manhã,16,F,1-2 SM,Fundamental Completo,0,87.8,25.2,62.1,43.7
ALU-17536,2024,Escola Gamma,2º Médio,Tarde,16,F,2-3 SM,Pós-graduação,1,83.3,54.0,79.0,66.5
ALU-17537,2024,Escola Gamma,2º Médio,Tarde,17,F,,Pós-graduação,1,91.4,70.7,53.0,61.9
ALU-17538,2024,Escola Gamma,2º Médio,Tarde,16,M,2-3 SM,Médio Completo,1,96.4,63.5,55.8,59.7
ALU-17539,2024,Escola Gamma,2º Médio,Tarde,16,M,2-3 SM,Pós-graduação,1,85.5,51.7,67.2,59.5
ALU-17540,2024,Escola Gamma,2º Médio,Tarde,17,F,1-2 SM,Médio Completo,1,89.2,52.6,69.4,61.0
ALU-17541,2024,Escola Gamma,2º Médio,Tarde,16,M,3-5 SM,Médio Completo,1,90.9,56.0,60.5,58.2
ALU-17542,2024,Escola Gamma,2º Médio,Tarde,17,M,3-5 SM,Superior Completo,1,80.7,71.9,75.2,73.6
ALU-17543,2024,Escola Gamma,2º Médio,Tarde,17,F,1-2 SM,Fundamental Incompleto,1,86.1,36.4,48.9,42.7
ALU-17544,2024,Escola Gamma,2º Médio,Tarde,17,M,Até 1 SM,Médio Completo,0,68.3,44.8,28.6,36.7
ALU-17545,2024,Escola Gamma,2º Médio,Tarde,16,M,1-2 SM,Pós-graduação,1,93.6,82.9,62.4,72.7
ALU-17546,2024,Escola Gamma,2º Médio,Tarde,16,F,5+ SM,Fundamental Completo,1,71.1,34.7,32.4,33.6
ALU-17547,2024,Escola Gamma,2º Médio,Tarde,17,M,Até 1 SM,,1,78.5,79.1,86.2,82.7
ALU-17548,2024,Escola Gamma,2º Médio,Tarde,17,F,Até 1 SM,Médio Completo,1,83.4,57.0,63.5,60.2
ALU-17549,2024,Escola Gamma,2º Médio,Tarde,16,M,Até 1 SM,Médio Completo,1,80.8,66.9,73.7,70.3
ALU-17550,2024,Escola Gamma,2º Médio,Tarde,17,M,3-5 SM,Fundamental Completo,0,68.6,55.8,44.9,50.4
ALU-17551,2024,Escola Gamma,2º Médio,Tarde,16,M,Até 1 SM,Fundamental Completo,1,83.3,33.9,45.9,39.9
ALU-17552,2024,Escola Gamma,2º Médio,Tarde,16,M,3-5 SM,Pós-graduação,1,91.1,62.4,72.6,67.5
ALU-17553,2024,Escola Gamma,2º Médio,Tarde,16,F,1-2 SM,Médio Completo,0,83.2,61.3,46.3,53.8
ALU-17554,2024,Escola Gamma,2º Médio,Tarde,17,F,3-5 SM,Fundamental Completo,1,89.7,69.9,66.2,68.0
ALU-17555,2024,Escola Gamma,2º Médio,Tarde,17,F,Até 1 SM,Fundamental Completo,0,80.4,46.0,31.9,38.9
ALU-17556,2024,Escola Gamma,2º Médio,Tarde,16,M,Até 1 SM,Fundamental Completo,1,68.3,41.3,56.6,49.0
ALU-17557,2024,Escola Gamma,2º Médio,Tarde,16,F,5+ SM,Fundamental Completo,0,82.5,38.0,41.5,39.8
ALU-17558,2024,Escola Gamma,2º Médio,Tarde,17,F,Até 1 SM,Superior Completo,1,86.6,71.2,62.0,66.6
ALU-17559,2024,Escola Gamma,2º Médio,Tarde,17,F,1-2 SM,Superior Completo,1,86.7,57.8,63.4,60.6
ALU-17560,2024,Escola Gamma,2º Médio,Tarde,17,M,5+ SM,Médio Completo,0,89.9,82.1,70.1,76.1
ALU-17561,2024,Escola Gamma,2º Médio,Tarde,16,M,2-3 SM,Pós-graduação,1,100.0,75.5,52.0,63.8
ALU-17562,2024,Escola Gamma,2º Médio,Tarde,16,M,3-5 SM,Médio Completo,1,85.3,85.3,49.4,67.3
ALU-17563,2024,Escola Gamma,2º Médio,Tarde,16,M,Até 1 SM,Fundamental Completo,0,77.8,76.8,38.4,57.6
ALU-17564,2024,Escola Gamma,2º Médio,Tarde,16,M,2-3 SM,Fundamental Completo,1,91.8,56.9,65.7,61.3
ALU-17565,2024,Escola Gamma,2º Médio,Tarde,16,F,1-2 SM,Fundamental Incompleto,0,75.2,70.3,64.9,67.6
ALU-17566,2024,Escola Gamma,2º Médio,Tarde,17,F,5+ SM,Fundamental Completo,1,100.0,68.9,56.3,62.6
ALU-17567,2024,Escola Gamma,2º Médio,Tarde,16,F,5+ SM,Médio Completo,1,75.9,60.8,87.7,74.2
ALU-17568,2024,Escola Gamma,2º Médio,Tarde,17,F,Até 1 SM,Médio Completo,0,68.7,38.2,30.9,34.5
ALU-17569,2024,Escola Gamma,3º Médio,Manhã,18,F,1-2 SM,Médio Completo,1,70.9,19.1,49.9,34.5
ALU-17570,2024,Escola Gamma,3º Médio,Manhã,18,F,1-2 SM,Fundamental Completo,1,83.0,78.4,53.4,65.9
ALU-17571,2024,Escola Gamma,3º Médio,Manhã,17,F,2-3 SM,Superior Completo,0,90.7,72.6,72.9,72.8
ALU-17572,2024,Escola Gamma,3º Médio,Manhã,17,M,2-3 SM,Fundamental Completo,1,70.3,47.1,43.2,45.1
ALU-17573,2024,Escola Gamma,3º Médio,Manhã,17,F,5+ SM,Médio Completo,1,80.4,98.1,63.4,80.7
ALU-17574,2024,Escola Gamma,3º Médio,Manhã,17,F,2-3 SM,Médio Completo,1,82.0,77.3,45.0,61.1
ALU-17575,2024,Escola Gamma,3º Médio,Manhã,17,F,3-5 SM,Superior Completo,1,78.8,77.1,65.2,71.2
ALU-17576,2024,Escola Gamma,3º Médio,Manhã,18,F,Até 1 SM,Médio Completo,1,88.4,50.7,49.2,50.0
ALU-17577,2024,Escola Gamma,3º Médio,Manhã,18,M,2-3 SM,Superior Completo,1,92.0,75.7,63.4,69.5
ALU-17578,2024,Escola Gamma,3º Médio,Manhã,17,M,Até 1 SM,,1,85.4,97.0,58.9,77.9
ALU-17579,2024,Escola Gamma,3º Médio,Manhã,18,M,2-3 SM,Superior Completo,1,81.7,52.9,83.3,68.1
ALU-17580,2024,Escola Gamma,3º Médio,Manhã,17,M,1-2 SM,Médio Completo,1,100.0,46.6,73.4,60.0
ALU-17581,2024,Escola Gamma,3º Médio,Manhã,18,M,Até 1 SM,Superior Completo,1,75.5,61.1,62.6,61.8
ALU-17582,2024,Escola Gamma,3º Médio,Manhã,17,M,2-3 SM,Superior Completo,1,100.0,64.1,73.7,68.9
ALU-17583,2024,Escola Gamma,3º Médio,Manhã,18,M,Até 1 SM,Médio Completo,0,75.7,55.4,77.6,66.5
ALU-17584,2024,Escola Gamma,3º Médio,Manhã,17,M,3-5 SM,Fundamental Completo,0,99.7,73.9,56.0,65.0
ALU-17585,2024,Escola Gamma,3º Médio,Manhã,17,F,1-2 SM,Fundamental Completo,1,79.7,57.9,68.5,63.2
ALU-17586,2024,Escola Gamma,3º Médio,Manhã,17,F,1-2 SM,Fundamental Completo,1,81.7,62.8,61.5,62.2
ALU-17587,2024,Escola Gamma,3º Médio,Manhã,17,F,2-3 SM,Pós-graduação,1,100.0,63.2,83.7,73.4
ALU-17588,2024,Escola Gamma,3º Médio,Manhã,18,M,3-5 SM,Fundamental Completo,1,89.1,54.1,64.5,59.3
ALU-17589,2024,Escola Gamma,3º Médio,Manhã,17,M,,Pós-graduação,1,98.4,55.3,60.7,58.0
ALU-17590,2024,Escola Gamma,3º Médio,Manhã,18,M,Até 1 SM,Médio Completo,1,83.6,59.1,58.2,58.7
ALU-17591,2024,Escola Gamma,3º Médio,Manhã,18,M,2-3 SM,Fundamental Completo,1,77.5,53.9,63.5,58.7
ALU-17592,2024,Escola Gamma,3º Médio,Manhã,18,M,1-2 SM,Médio Completo,1,86.2,60.3,66.7,63.5
ALU-17593,2024,Escola Gamma,3º Médio,Manhã,18,M,Até 1 SM,Médio Completo,1,78.9,62.6,67.4,65.0
ALU-17594,2024,Escola Gamma,3º Médio,Manhã,18,M,1-2 SM,Superior Completo,1,95.9,42.3,74.1,58.2
ALU-17595,2024,Escola Gamma,3º Médio,Manhã,17,M,2-3 SM,Médio Completo,1,84.6,57.1,61.2,59.1
ALU-17596,2024,Escola Gamma,3º Médio,Manhã,17,F,Até 1 SM,Médio Completo,0,87.8,71.1,66.0,68.6
ALU-17597,2024,Escola Gamma,3º Médio,Manhã,17,F,2-3 SM,Fundamental Incompleto,1,85.9,58.8,63.1,60.9
ALU-17598,2024,Escola Gamma,3º Médio,Manhã,18,F,1-2 SM,Fundamental Completo,1,89.6,44.2,74.2,59.2
ALU-17599,2024,Escola Gamma,3º Médio,Manhã,17,M,Até 1 SM,Fundamental Completo,1,80.6,47.5,65.1,56.3
ALU-17600,2024,Escola Gamma,3º Médio,Manhã,18,M,1-2 SM,Médio Completo,1,82.1,42.1,66.9,54.5
ALU-17601,2024,Escola Gamma,3º Médio,Tarde,17,F,2-3 SM,Fundamental Completo,0,88.5,75.1,52.6,63.9
ALU-17602,2024,Escola Gamma,3º Médio,Tarde,17,M,5+ SM,Fundamental Incompleto,1,78.2,63.4,96.2,79.8
ALU-17603,2024,Escola Gamma,3º Médio,Tarde,18,F,2-3 SM,Médio Completo,1,90.9,52.8,64.6,58.7
ALU-17604,2024,Escola Gamma,3º Médio,Tarde,18,M,2-3 SM,Médio Completo,0,87.5,64.5,36.3,50.4
ALU-17605,2024,Escola Gamma,3º Médio,Tarde,18,M,2-3 SM,Médio Completo,0,74.1,22.9,42.9,32.9
ALU-17606,2024,Escola Gamma,3º Médio,Tarde,17,F,1-2 SM,,1,99.4,50.1,64.9,57.5
ALU-17607,2024,Escola Gamma,3º Médio,Tarde,17,F,1-2 SM,Médio Completo,1,75.6,72.4,74.2,73.3
ALU-17608,2024,Escola Gamma,3º Médio,Tarde,17,M,1-2 SM,Médio Completo,1,87.6,33.9,67.4,50.6
ALU-17609,2024,Escola Gamma,3º Médio,Tarde,18,F,3-5 SM,Pós-graduação,1,78.3,85.3,71.7,78.5
ALU-17610,2024,Escola Gamma,3º Médio,Tarde,17,M,5+ SM,Superior Completo,1,83.8,87.0,71.7,79.3
ALU-17611,2024,Escola Gamma,3º Médio,Tarde,17,F,3-5 SM,Médio Completo,1,75.5,49.5,73.0,61.2
ALU-17612,2024,Escola Gamma,3º Médio,Tarde,18,F,Até 1 SM,Médio Completo,0,80.8,57.2,51.7,54.5
ALU-17613,2024,Escola Gamma,3º Médio,Tarde,17,M,5+ SM,Médio Completo,1,85.1,38.4,66.4,52.4
ALU-17614,2024,Escola Gamma,3º Médio,Tarde,18,M,Até 1 SM,Médio Completo,0,100.0,70.7,46.5,58.6
ALU-17615,2024,Escola Gamma,3º Médio,Tarde,17,M,,Médio Completo,0,79.2,62.4,44.9,53.6
ALU-17616,2024,Escola Gamma,3º Médio,Tarde,17,F,Até 1 SM,Médio Completo,0,84.1,60.0,60.3,60.2
ALU-17617,2024,Escola Gamma,3º Médio,Tarde,17,F,3-5 SM,Fundamental Completo,0,69.2,34.4,53.3,43.8
ALU-17618,2024,Escola Gamma,3º Médio,Tarde,18,F,Até 1 SM,Superior Completo,1,76.7,75.6,52.6,64.1
ALU-17619,2024,Escola Gamma,3º Médio,Tarde,17,M,2-3 SM,Fundamental Completo,0,86.4,42.2,64.7,53.5
ALU-17620,2024,Escola Gamma,3º Médio,Tarde,17,F,Até 1 SM,Pós-graduação,0,95.7,65.8,55.7,60.8
ALU-17621,2024,Escola Gamma,3º Médio,Tarde,18,F,Até 1 SM,Médio Completo,1,100.0,63.4,61.2,62.3
ALU-17622,2024,Escola Gamma,3º Médio,Tarde,17,F,1-2 SM,Superior Completo,1,89.1,53.1,60.6,56.9
ALU-17623,2024,Escola Gamma,3º Médio,Tarde,18,F,Até 1 SM,Médio Completo,0,75.7,69.3,55.1,62.2
ALU-17624,2024,Escola Gamma,3º Médio,Tarde,18,F,2-3 SM,Médio Completo,1,64.7,40.4,60.9,50.7
ALU-17625,2024,Escola Gamma,3º Médio,Tarde,18,F,2-3 SM,Médio Completo,1,93.2,57.4,65.3,61.3
ALU-17626,2024,Escola Gamma,3º Médio,Tarde,17,M,1-2 SM,Fundamental Completo,1,95.9,61.5,57.5,59.5
ALU-17627,2024,Escola Gamma,3º Médio,Tarde,18,F,1-2 SM,Fundamental Incompleto,1,82.4,45.6,76.2,60.9
ALU-17628,2024,Escola Delta,6º Ano,Manhã,17,F,1-2 SM,Fundamental Incompleto,1,80.6,68.1,71.4,69.8
ALU-17629,2024,Escola Delta,6º Ano,Manhã,16,M,3-5 SM,Médio Completo,1,76.6,54.6,53.9,54.3
ALU-17630,2024,Escola Delta,6º Ano,Manhã,17,F,,Pós-graduação,1,78.8,94.8,72.9,83.9
ALU-17631,2024,Escola Delta,6º Ano,Manhã,17,F,3-5 SM,Fundamental Completo,1,75.7,78.6,67.7,73.1
ALU-17632,2024,Escola Delta,6º Ano,Manhã,18,F,3-5 SM,Superior Completo,0,89.8,71.0,89.2,80.1
ALU-17633,2024,Escola Delta,6º Ano,Manhã,17,F,1-2 SM,Fundamental Completo,0,87.0,67.2,58.3,62.8
ALU-17634,2024,Escola Delta,6º Ano,Manhã,18,M,Até 1 SM,Fundamental Incompleto,0,87.5,62.1,48.9,55.5
ALU-17635,2024,Escola Delta,6º Ano,Manhã,18,F,2-3 SM,Fundamental Incompleto,1,90.4,72.4,71.8,72.1
ALU-17636,2024,Escola Delta,6º Ano,Manhã,17,F,,Médio Completo,0,89.0,58.9,66.9,62.9
ALU-17637,2024,Escola Delta,6º Ano,Manhã,18,M,Até 1 SM,Superior Completo,0,90.9,65.5,81.8,73.7
ALU-17638,2024,Escola Delta,6º Ano,Manhã,18,F,2-3 SM,Fundamental Incompleto,0,90.9,61.6,57.9,59.7
ALU-17639,2024,Escola Delta,6º Ano,Manhã,18,F,1-2 SM,Fundamental Incompleto,1,80.9,72.0,72.4,72.2
ALU-17640,2024,Escola Delta,6º Ano,Manhã,16,M,1-2 SM,Fundamental Completo,0,72.3,61.6,53.2,57.4
ALU-17641,2024,Escola Delta,6º Ano,Manhã,17,F,1-2 SM,Pós-graduação,0,82.2,64.9,73.5,69.2
ALU-17642,2024,Escola Delta,6º Ano,Manhã,16,F,3-5 SM,Pós-graduação,1,83.1,69.8,83.5,76.6
ALU-17643,2024,Escola Delta,6º Ano,Manhã,16,M,1-2 SM,Fundamental Completo,1,81.3,72.0,69.4,70.7
ALU-17644,2024,Escola Delta,6º Ano,Manhã,18,M,Até 1 SM,Fundamental Completo,1,94.3,85.6,39.7,62.6
ALU-17645,2024,Escola Delta,6º Ano,Manhã,17,F,2-3 SM,,0,100.0,51.9,43.3,47.6
ALU-17646,2024,Escola Delta,6º Ano,Manhã,17,F,1-2 SM,Fundamental Completo,0,100.0,46.6,63.9,55.2
ALU-17647,2024,Escola Delta,6º Ano,Manhã,17,F,2-3 SM,Superior Completo,1,87.3,50.7,58.2,54.4
ALU-17648,2024,Escola Delta,6º Ano,Manhã,16,M,1-2 SM,Superior Completo,0,84.1,83.9,72.4,78.1
ALU-17649,2024,Escola Delta,6º Ano,Manhã,16,M,2-3 SM,Superior Completo,1,96.3,56.7,54.9,55.8
ALU-17650,2024,Escola Delta,6º Ano,Manhã,17,M,1-2 SM,Fundamental Incompleto,1,70.9,21.9,39.6,30.7
ALU-17651,2024,Escola Delta,6º Ano,Manhã,17,M,2-3 SM,Médio Completo,1,86.6,42.1,45.2,43.6
ALU-17652,2024,Escola Delta,6º Ano,Manhã,17,M,5+ SM,Médio Completo,1,88.7,78.9,68.2,73.6
ALU-17653,2024,Escola Delta,6º Ano,Manhã,17,M,3-5 SM,Fundamental Completo,1,88.8,63.4,82.0,72.7
ALU-17654,2024,Escola Delta,6º Ano,Manhã,16,F,5+ SM,Superior Completo,1,80.7,72.3,88.3,80.3
ALU-17655,2024,Escola Delta,6º Ano,Manhã,17,F,Até 1 SM,Superior Completo,1,93.1,50.2,83.7,67.0
ALU-17656,2024,Escola Delta,6º Ano,Manhã,17,F,5+ SM,Médio Completo,1,68.3,63.5,60.2,61.9
ALU-17657,2024,Escola Delta,6º Ano,Tarde,18,M,Até 1 SM,Fundamental Completo,1,90.4,51.4,56.4,53.9
ALU-17658,2024,Escola Delta,6º Ano,Tarde,16,F,Até 1 SM,Médio Completo,1,99.6,69.8,71.3,70.5
ALU-17659,2024,Escola Delta,6º Ano,Tarde,18,M,1-2 SM,Médio Completo,1,83.9,62.3,55.1,58.7
ALU-17660,2024,Escola Delta,6º Ano,Tarde,17,F,2-3 SM,Médio Completo,1,70.9,71.6,66.7,69.2
ALU-17661,2024,Escola Delta,6º Ano,Tarde,17,M,2-3 SM,Médio Completo,1,80.8,52.0,69.3,60.6
ALU-17662,2024,Escola Delta,6º Ano,Tarde,18,F,1-2 SM,Fundamental Completo,1,89.8,48.4,58.7,53.5
ALU-17663,2024,Escola Delta,6º Ano,Tarde,18,F,3-5 SM,Médio Completo,0,80.9,64.7,64.6,64.6
ALU-17664,2024,Escola Delta,6º Ano,Tarde,18,F,1-2 SM,Fundamental Incompleto,1,80.3,70.5,53.5,62.0
ALU-17665,2024,Escola Delta,6º Ano,Tarde,18,M,Até 1 SM,Fundamental Completo,1,79.7,46.1,73.5,59.8
ALU-17666,2024,Escola Delta,6º Ano,Tarde,16,M,5+ SM,Fundamental Incompleto,1,72.6,32.0,46.2,39.1
ALU-17667,2024,Escola Delta,6º Ano,Tarde,16,F,1-2 SM,,0,84.3,61.1,59.3,60.2
ALU-17668,2024,Escola Delta,6º Ano,Tarde,18,F,1-2 SM,Fundamental Incompleto,1,88.8,64.3,53.7,59.0
ALU-17669,2024,Escola Delta,6º Ano,Tarde,18,F,3-5 SM,Pós-graduação,1,83.3,77.8,77.3,77.5
ALU-17670,2024,Escola Delta,6º Ano,Tarde,17,F,5+ SM,Médio Completo,0,86.2,40.5,67.9,54.2
ALU-17671,2024,Escola Delta,6º Ano,Tarde,16,F,3-5 SM,Pós-graduação,0,79.5,75.3,75.0,75.1
ALU-17672,2024,Escola Delta,6º Ano,Tarde,18,M,Até 1 SM,Fundamental Incompleto,1,95.2,76.8,48.6,62.7
ALU-17673,2024,Escola Delta,6º Ano,Tarde,16,M,1-2 SM,Pós-graduação,1,73.9,55.4,55.8,55.6
ALU-17674,2024,Escola Delta,6º Ano,Tarde,16,M,2-3 SM,Superior Completo,1,68.2,46.9,39.7,43.3
ALU-17675,2024,Escola Delta,6º Ano,Tarde,16,M,5+ SM,Médio Completo,1,88.7,56.4,64.5,60.4
ALU-17676,2024,Escola Delta,6º Ano,Tarde,18,M,Até 1 SM,Médio Completo,1,79.5,74.2,81.6,77.9
ALU-17677,2024,Escola Delta,6º Ano,Tarde,17,M,1-2 SM,Fundamental Completo,1,79.0,73.2,71.1,72.1
ALU-17678,2024,Escola Delta,6º Ano,Tarde,17,M,5+ SM,Fundamental Completo,0,72.5,42.0,47.7,44.8
ALU-17679,2024,Escola Delta,6º Ano,Tarde,17,M,1-2 SM,,1,46.0,56.3,38.6,47.4
ALU-17680,2024,Escola Delta,6º Ano,Tarde,17,F,2-3 SM,Fundamental Completo,1,84.9,59.4,61.5,60.5
ALU-17681,2024,Escola Delta,6º Ano,Tarde,16,M,1-2 SM,Superior Completo,1,88.4,77.6,79.5,78.6
ALU-17682,2024,Escola Delta,6º Ano,Tarde,18,F,2-3 SM,Médio Completo,0,83.1,53.5,52.7,53.1
ALU-17683,2024,Escola Delta,6º Ano,Tarde,16,F,2-3 SM,Fundamental Completo,1,81.8,43.3,46.0,44.6
ALU-17684,2024,Escola Delta,6º Ano,Tarde,17,M,2-3 SM,Médio Completo,1,69.2,54.9,19.5,37.2
ALU-17685,2024,Escola Delta,6º Ano,Tarde,17,M,Até 1 SM,Fundamental Incompleto,1,90.6,33.7,50.4,42.0
ALU-17686,2024,Escola Delta,6º Ano,Tarde,16,F,1-2 SM,Médio Completo,1,84.0,64.7,62.0,63.4
ALU-17687,2024,Escola Delta,6º Ano,Tarde,17,F,2-3 SM,Pós-graduação,0,84.1,46.0,50.1,48.1
ALU-17688,2024,Escola Delta,6º Ano,Tarde,18,M,Até 1 SM,Médio Completo,1,91.3,64.6,45.0,54.8
ALU-17689,2024,Escola Delta,6º Ano,Tarde,17,M,2-3 SM,Superior Completo,1,78.4,62.7,72.1,67.4
ALU-17690,2024,Escola Delta,6º Ano,Tarde,16,F,Até 1 SM,Superior Completo,1,67.3,63.1,66.1,64.6
ALU-17691,2024,Escola Delta,6º Ano,Tarde,17,F,2-3 SM,Médio Completo,1,81.5,50.0,63.3,56.7
ALU-17692,2024,Escola Delta,6º Ano,Tarde,17,M,2-3 SM,Fundamental Incompleto,0,83.2,43.4,67.8,55.6
ALU-17693,2024,Escola Delta,6º Ano,Tarde,18,M,5+ SM,Médio Completo,1,75.4,41.7,77.4,59.6
ALU-17694,2024,Escola Delta,6º Ano,Tarde,16,M,1-2 SM,Superior Completo,0,75.5,71.6,78.0,74.8
ALU-17695,2024,Escola Delta,7º Ano,Manhã,18,F,2-3 SM,Fundamental Incompleto,1,85.9,61.9,67.3,64.6
ALU-17696,2024,Escola Delta,7º Ano,Manhã,17,M,1-2 SM,Médio Completo,1,90.8,63.0,57.3,60.2
ALU-17697,2024,Escola Delta,7º Ano,Manhã,17,M,5+ SM,Fundamental Completo,1,88.8,68.4,57.2,62.8
ALU-17698,2024,Escola Delta,7º Ano,Manhã,17,M,Até 1 SM,Fundamental Incompleto,1,97.6,46.3,75.1,60.7
ALU-17699,2024,Escola Delta,7º Ano,Manhã,19,F,,Fundamental Completo,0,81.3,52.5,70.8,61.7
ALU-17700,2024,Escola Delta,7º Ano,Manhã,17,F,2-3 SM,Médio Completo,1,87.9,67.2,61.1,64.2
ALU-17701,2024,Escola Delta,7º Ano,Manhã,17,M,2-3 SM,Fundamental Completo,0,96.6,52.5,59.6,56.0
ALU-17702,2024,Escola Delta,7º Ano,Manhã,18,M,Até 1 SM,Médio Completo,1,82.0,63.2,60.1,61.6
ALU-17703,2024,Escola Delta,7º Ano,Manhã,17,F,Até 1 SM,Fundamental Completo,1,71.7,40.0,54.6,47.3
ALU-17704,2024,Escola Delta,7º Ano,Manhã,17,F,1-2 SM,Médio Completo,1,84.1,57.6,40.1,48.8
ALU-17705,2024,Escola Delta,7º Ano,Manhã,17,F,1-2 SM,Pós-graduação,1,73.7,61.4,49.0,55.2
ALU-17706,2024,Escola Delta,7º Ano,Manhã,17,M,3-5 SM,Fundamental Completo,1,89.9,55.4,60.8,58.1
ALU-17707,2024,Escola Delta,7º Ano,Manhã,18,F,Até 1 SM,Fundamental Completo,1,75.6,50.4,50.7,50.5
ALU-17708,2024,Escola Delta,7º Ano,Manhã,17,F,Até 1 SM,Médio Completo,1,91.4,63.3,79.6,71.5
ALU-17709,2024,Escola Delta,7º Ano,Manhã,19,M,2-3 SM,Fundamental Incompleto,1,100.0,50.6,45.8,48.2
ALU-17710,2024,Escola Delta,7º Ano,Manhã,18,M,5+ SM,Pós-graduação,1,77.2,73.2,81.7,77.5
ALU-17711,2024,Escola Delta,7º Ano,Manhã,18,F,1-2 SM,Fundamental Incompleto,1,77.9,52.6,42.1,47.4
ALU-17712,2024,Escola Delta,7º Ano,Manhã,17,M,2-3 SM,Fundamental Incompleto,1,83.4,26.7,81.2,53.9
ALU-17713,2024,Escola Delta,7º Ano,Manhã,19,F,1-2 SM,Fundamental Completo,1,78.8,66.7,88.9,77.8
ALU-17714,2024,Escola Delta,7º Ano,Manhã,19,F,1-2 SM,Fundamental Incompleto,0,93.9,45.7,55.6,50.7
ALU-17715,2024,Escola Delta,7º Ano,Manhã,18,M,1-2 SM,Fundamental Completo,1,91.1,66.3,57.1,61.7
ALU-17716,2024,Escola Delta,7º Ano,Manhã,18,F,2-3 SM,Médio Completo,1,89.5,71.6,49.4,60.5
ALU-17717,2024,Escola Delta,7º Ano,Manhã,17,M,3-5 SM,Pós-graduação,1,83.1,71.0,75.7,73.3
ALU-17718,2024,Escola Delta,7º Ano,Manhã,18,F,1-2 SM,Médio Completo,1,99.0,48.9,45.7,47.3
ALU-17719,2024,Escola Delta,7º Ano,Manhã,18,F,3-5 SM,Médio Completo,1,98.8,82.4,73.2,77.8
ALU-17720,2024,Escola Delta,7º Ano,Manhã,19,M,1-2 SM,,1,83.0,62.2,61.5,61.8
ALU-17721,2024,Escola Delta,7º Ano,Manhã,18,M,3-5 SM,Fundamental Incompleto,1,89.7,58.5,65.8,62.2
ALU-17722,2024,Escola Delta,7º Ano,Manhã,19,M,Até 1 SM,Fundamental Completo,1,78.5,41.4,66.8,54.1
ALU-17723,2024,Escola Delta,7º Ano,Manhã,18,M,2-3 SM,Fundamental Completo,0,84.1,46.1,50.7,48.4
ALU-17724,2024,Escola Delta,7º Ano,Manhã,18,M,2-3 SM,Médio Completo,1,97.0,58.9,57.8,58.3
ALU-17725,2024,Escola Delta,7º Ano,Manhã,18,M,5+ SM,Pós-graduação,0,86.8,59.7,70.6,65.2
